ip= 1 ,W-index= 17.2 ,Rc(GV)= 4.381 ,depth(g/cm2)= 1033.23 ,g= 0.15
Total Flux (/cm2/s)= 0.000349646
  Energy(MeV/n)              u              v              w              x              y              z
   1.065370e+02  -9.171721e-03   1.253939e-01  -9.920646e-01  -2.170154e+01  -9.302942e+01   8.924188e+01
   1.868176e+03   4.600494e-01   1.588010e-01  -8.735770e-01  -1.397976e+01  -1.842990e+01   1.037595e+02
   6.769101e+01   1.470075e-01   7.104610e-01  -6.882107e-01   2.490262e+01  -6.264229e+01   8.595619e+01
   6.798647e+02  -1.662878e-01   2.543130e-01  -9.527189e-01  -1.592496e+01  -1.054141e+02   7.960371e+01
   7.289801e+01   5.388750e-01  -6.845357e-01   4.909425e-01  -1.974135e+01   6.713943e+01  -8.840656e+01
   5.595755e+01  -3.969903e-01   5.996601e-01  -6.948428e-01   1.031793e+01  -4.973789e+01   9.509785e+01
   1.879747e+02  -5.531485e-01   5.676843e-01  -6.097224e-01   9.122680e+01  -4.286877e+00   7.725556e+01
   5.969298e+01  -7.213875e-02   7.659621e-01  -6.388255e-01  -4.103852e+01  -4.729713e+01   1.044615e+02
   9.021975e+02  -3.764968e-01  -1.847007e-01  -9.078193e-01  -1.748390e+01  -3.483723e+01   1.244929e+02
   5.289329e+01  -7.746230e-01   1.847347e-01  -6.048407e-01   9.638893e+01  -3.811312e+01   3.024615e+01
   1.124625e+02  -4.726962e-02   9.723576e-02  -9.941382e-01   6.465787e+01  -4.843857e+01   9.277753e+01
   9.621139e+01  -4.100288e-01   4.658234e-01  -7.841460e-01   7.067576e+01   2.339658e+01   1.044698e+02
   2.118547e+02  -3.772277e-01  -1.517975e-01   9.135955e-01   1.485419e+01   4.166453e+01  -9.640154e+01
   1.305423e+03  -4.587237e-02   5.984686e-01  -7.998319e-01   1.040263e+01  -8.007774e+01   6.451205e+01
   4.660023e+02   6.334583e-01   2.407362e-01  -7.353752e-01  -4.918394e+01  -6.355463e+01   7.281198e+01
   1.677895e+01  -7.721775e-01  -3.499657e-01  -5.303451e-01   1.243219e+02   3.370087e+01  -1.469364e+01
   3.928383e+01   2.780747e-01  -8.796233e-01  -3.859239e-01  -2.840599e+01   1.257566e+02  -4.798205e+01
   1.435465e+02   5.741023e-01   4.379924e-05  -8.187835e-01  -7.399020e+01  -6.437579e+00   7.025272e+01
   2.127591e+02   3.099624e-02   3.253072e-01  -9.451002e-01  -7.197532e+01  -5.209196e+01   8.551807e+01
   2.470650e+02  -1.739117e-01   3.802665e-01  -9.083788e-01  -6.309382e+01   9.415455e+00   1.261072e+02
   8.618134e+01  -9.847197e-01  -1.740260e-01  -6.480411e-03   1.095519e+02  -4.331979e+01  -5.234106e+01
   2.537535e+02  -2.398022e-01   6.113431e-01  -7.541582e-01   6.229425e+01  -7.846077e+01   4.918763e+01
   3.131333e+02   4.862867e-01   1.926992e-01  -8.522865e-01   3.358941e+01  -5.885315e+01   1.231900e+02
   1.896345e+02   8.299604e-01  -3.043853e-01   4.674562e-01  -7.519005e+01  -4.773062e+00  -8.353313e+01
   1.037036e+03  -4.425666e-01  -4.864648e-01  -7.533172e-01   7.242746e+01   4.571890e+01   6.067217e+01
   7.127682e+01   6.198881e-02  -9.480072e-01   3.121535e-01  -5.027031e+01   1.054223e+02   9.794155e+00
   4.877527e+02  -1.808823e-01   3.975370e-01  -8.995810e-01   3.283355e+01  -1.214392e+02   5.089526e+01
   2.422598e+02  -6.789987e-01   3.507004e-02  -7.333013e-01   1.472936e+01  -6.548564e+01   1.195991e+02
   1.079946e+02   6.508600e-01  -4.487959e-01  -6.123426e-01  -7.064717e+01  -3.240002e+01   1.119628e+02
   8.876766e+02  -5.824157e-03  -3.415620e-01  -9.398412e-01   7.489315e+01   2.964980e+01   9.516136e+01
   2.977795e+02  -3.627838e-01   7.991336e-01  -4.793469e-01   5.305716e+01  -7.873231e+01   3.720498e+01
   5.381996e+02  -4.121526e-01  -7.146094e-02  -9.083081e-01   1.071556e+02  -1.766010e+01   6.286143e+01
   3.013603e+01   6.353514e-01  -6.428465e-01   4.278749e-01  -8.272990e+01   1.149254e+00  -1.091409e+02
   7.931745e+01   2.451869e-01  -3.279585e-01  -9.123194e-01  -4.156013e+01  -8.078121e+00   1.013453e+02
   1.513904e+04  -3.511325e-01   2.726973e-01  -8.957356e-01   2.046978e+00   5.539270e+01   1.277014e+02
   1.886269e+02  -6.761418e-01  -8.454840e-02  -7.319042e-01   1.165577e+02   1.595396e+01   2.710955e+01
   1.190508e+02  -5.886515e-01  -2.939583e-01  -7.530457e-01   5.305960e+01   5.236242e+01   7.087753e+01
   1.500358e+02  -1.316830e-01   3.819268e-01  -9.147631e-01   6.296109e+01  -4.891163e+01   7.983316e+01
   1.932756e+02   2.779690e-01   9.529045e-01   1.212694e-01   3.457441e+00  -9.921965e+01  -5.289226e+01
   1.016639e+02  -8.267325e-01   5.441114e-01   1.430247e-01   8.112869e+01  -7.448274e+01   5.312813e+01
   1.735470e+02   7.245163e-01  -1.063571e-01  -6.810024e-01  -1.025916e+02   9.125191e+01   2.344401e+01
   9.350344e+01  -2.328673e-02  -9.184274e-01  -3.949035e-01  -1.705652e+01   8.071293e+01   6.651807e+01
   2.751584e+02   4.483938e-01   1.218243e-02  -8.937531e-01   3.434033e+01  -2.799269e+01   1.287346e+02
   3.661671e+02  -4.911552e-01   2.307221e-01  -8.399607e-01   1.077033e+02   3.698811e+00   5.709121e+01
   6.215449e+02   2.256308e-01   3.281854e-01  -9.172705e-01  -9.340083e+01   2.091861e+00   8.679274e+01
   2.227420e+03  -9.292611e-02   1.845228e-01  -9.784253e-01   2.439775e+01   5.556317e+01   1.103666e+02
   2.459406e+03   2.320544e-01  -7.488184e-02  -9.698162e-01  -8.307139e+01  -3.476721e+01   8.591973e+01
   4.610097e+02   1.120771e-02   1.380885e-01  -9.903565e-01   3.844760e+01   1.234512e+01   1.031302e+02
   2.371608e+01  -1.183288e-01  -3.489997e-01  -9.296222e-01  -5.466747e+01   9.979186e+01   7.706507e+01
   4.231205e+02  -1.990301e-01  -5.330721e-01  -8.223267e-01  -2.286169e+01   8.710203e+01   7.067569e+01
   1.279641e+03   7.064656e-01  -6.893791e-02  -7.043819e-01  -7.741143e+01  -5.027545e+01   6.924847e+01
   2.281619e+03   3.024452e-01   3.147638e-01  -8.996947e-01  -4.814884e+01  -5.422829e+01   7.599078e+01
   2.221146e+03  -5.445579e-02   6.625492e-02  -9.963156e-01  -2.961079e+01   6.052322e+01   1.060130e+02
   2.600999e+02   4.618949e-01   2.443736e-01  -8.526046e-01  -1.243885e+02   2.553714e+01   5.722019e+01
   1.661748e+02   7.998344e-01  -5.982843e-01  -4.817419e-02  -4.903436e+01   9.563330e+01   7.399658e+01
   3.257632e+02  -7.223639e-01  -5.519293e-01  -4.166108e-01   3.511782e+01   6.093427e+01   9.841500e+01
   3.633734e+01   4.467005e-01   5.055262e-01  -7.381747e-01   3.818594e+01  -5.865765e+01   1.184065e+02
   5.395370e+02  -7.662440e-02  -6.085886e-01  -7.897776e-01   2.331661e+01   7.495507e+01   6.659670e+01
   1.586249e+02  -8.146374e-02  -2.604585e-01  -9.620421e-01   5.576493e+01   5.712145e+01   8.375872e+01
   1.326183e+01  -1.701700e-02   4.856462e-01  -8.739898e-01   2.585909e+01  -9.616493e+01   6.047877e+01
   8.348995e+02   4.618242e-02  -3.192995e-01  -9.465279e-01  -5.462919e+01   2.328553e+01   9.512877e+01
   3.246660e+02   5.852710e-01   5.047408e-01  -6.345822e-01  -5.193416e+01  -1.350654e+01   9.894249e+01
   1.325722e+03   6.460871e-01  -4.041936e-01  -6.474557e-01  -1.240746e+02  -2.822091e+01   4.825610e+01
   3.236512e+02   3.770476e-01   8.449308e-01  -3.793772e-01   7.868655e+00  -1.342534e+02  -2.759248e+01
   1.533334e+03  -5.112676e-01   7.907752e-02  -8.557758e-01   1.251945e+02   2.610204e+01   4.446981e+01
   3.653896e+02  -1.650794e-01   5.257745e-01  -8.344519e-01  -4.261631e+01  -4.580566e+01   9.940852e+01
   9.260156e+02   5.119119e-02   6.805099e-01  -7.309486e-01   1.937178e+01  -9.383133e+01   5.080867e+01
   8.473229e+01  -6.881369e-01  -6.120751e-01  -3.896560e-01   5.980045e+01   4.888529e+01   7.423892e+01
   4.862944e+02   4.540980e-01  -4.322885e-01  -7.790518e-01  -6.643780e-02   1.277455e+02   5.743768e+01
   1.015955e+02   9.664851e-01   2.414379e-01  -8.725994e-02  -9.881810e+01  -2.690054e+01  -2.293185e+01
   1.336875e+02  -3.129462e-01  -3.619960e-01  -8.780795e-01  -3.853147e+01   6.169778e+01   1.021820e+02
   4.223408e+03  -1.593766e-01   6.040997e-01  -7.808090e-01   2.624805e+01  -2.337105e+01   1.046328e+02
   3.242696e+02   6.439460e-01   4.922413e-01  -5.856894e-01  -7.103498e+01  -7.363029e+01   3.075596e+01
   3.403215e+03  -4.927436e-01   7.703150e-02  -8.667583e-01   7.495819e+01  -3.984760e+01   6.921804e+01
   7.226856e+02   6.034652e-01  -1.521410e-01  -7.827406e-01  -5.865724e+01   7.218476e+01   6.850307e+01
   1.471409e+02   6.510672e-01  -1.677782e-01  -7.402446e-01  -9.160312e+01  -4.743913e+01   6.527500e+01
   1.454588e+02   2.748679e-01   1.093502e-01  -9.552435e-01  -7.637157e+01   3.601220e+01   8.683215e+01
   3.232411e+02   1.222215e-01  -4.873112e-01  -8.646327e-01  -5.545044e+00   9.260848e+01   6.267763e+01
   7.269656e+01   4.448642e-01   2.398097e-01  -8.628946e-01  -8.654788e+01  -9.935918e+01   4.365615e+01
   5.186420e+02  -2.348727e-01   1.506961e-02  -9.719093e-01   8.508744e+00   2.222471e+01   1.011786e+02
   1.277658e+01  -4.800068e-01  -8.748494e-01   6.505366e-02   3.288513e+01   1.010744e+02   6.471574e+01
   4.742536e+01   1.423877e-02  -2.721577e-01   9.621473e-01  -3.399872e+01  -7.265834e-01  -1.036366e+02
   5.827393e+01   3.325716e-01  -8.973105e-01  -2.902242e-01  -5.809800e+01   8.519063e+01   1.459498e+01
   1.382790e+03   3.600412e-01  -5.735783e-02  -9.311715e-01  -2.837652e+01  -6.782162e+00   9.683747e+01
   7.481708e+01  -5.738750e-01  -1.613579e-01  -8.028892e-01   9.293442e+01   2.719147e+01   5.265945e+01
   4.108656e+02   3.666638e-01   2.556412e-01  -8.945419e-01  -1.166385e+02  -4.787165e+01   5.029941e+01
   5.809067e+01   9.399240e-01   2.346464e-01  -2.479597e-01  -7.735235e+01  -1.382044e+01   9.699865e+01
   1.444753e+02  -2.557040e-01  -9.081659e-01  -3.314366e-01  -4.340122e+01   1.141018e+02   2.255176e+01
   3.232428e+02   5.277479e-02   5.111775e-01  -8.578534e-01  -9.227363e+01  -2.306166e+01   9.715143e+01
   5.411382e+02   2.798074e-01  -5.368303e-02  -9.585541e-01  -6.681574e+01  -4.613710e+01   8.740377e+01
   1.857081e+03  -1.696732e-01  -5.314239e-01  -8.299396e-01  -1.270769e+00   2.648199e+01   1.037936e+02
   5.487519e+02   2.067850e-01  -4.854099e-01  -8.494805e-01  -5.952357e+01  -2.357973e+01   1.167034e+02
   3.745885e+02  -9.228822e-01   3.813126e-01  -5.375032e-02   1.134428e+02   9.806709e+00  -1.776672e+01
   3.257124e+02  -1.144042e-01  -2.421840e-02  -9.931390e-01  -8.245713e+01   8.025730e+00   1.099937e+02
   3.169652e+02   8.894291e-01  -1.522128e-01  -4.309839e-01  -5.304183e+01   4.017338e+01   1.083756e+02
   3.716732e+02   5.916414e-01   5.014259e-01  -6.312943e-01  -9.793652e+01  -3.249703e+01   4.080798e+01
   3.408000e+01   9.911652e-01   1.230414e-01  -4.952207e-02  -9.475558e+01  -1.146992e+01   9.430744e+01
   1.483118e+02  -8.880799e-02   1.800785e-01  -9.796351e-01   9.802784e+01  -3.619076e+01   8.653954e+01
   4.806474e+01   1.736294e-01  -6.508580e-01  -7.390783e-01  -1.052971e+02   8.778908e+01   3.325643e+01
   1.669325e+02  -6.163378e-01  -1.568504e-01  -7.717031e-01   9.295554e+01  -6.086224e+01   6.771289e+01
   6.791673e+01   3.767331e-01   9.766999e-02  -9.211584e-01   3.067064e+01  -1.808429e+01   1.191851e+02
   1.322725e+02  -4.818563e-01  -1.895500e-02  -8.760452e-01  -1.774266e+01  -4.736770e+01   1.249334e+02
   1.376125e+02   8.869776e-01   4.409162e-01  -1.373449e-01  -7.748068e+01  -4.357652e+01   8.782834e+01
   8.022617e+02  -1.824260e-01   3.612902e-02  -9.825556e-01   6.011116e+00  -8.962035e+01   9.736398e+01
   3.466934e+03  -7.008425e-02   5.479612e-01  -8.335627e-01  -7.980036e+01  -3.945711e+01   1.007384e+02
   4.084220e+03   1.368182e-01   4.515805e-02  -9.895663e-01   1.887060e+01  -5.382339e+01   1.012072e+02
   6.094092e+02  -2.045052e-01   1.694208e-01  -9.640924e-01   3.846046e+01  -8.364382e+01   8.086739e+01
   3.951074e+01   6.311239e-01   6.965536e-01  -3.413146e-01  -2.911616e+01  -6.099540e+01   1.146670e+02
   3.521905e+01   1.900676e-01   5.634559e-01  -8.039849e-01   2.791608e+01   7.534730e+00   1.362606e+02
   1.365270e+03   2.700974e-02   4.208904e-01  -9.067093e-01  -2.524698e+01  -3.516427e+01   9.321376e+01
   1.046655e+02  -4.473259e-02   5.465063e-01  -8.362594e-01   6.768327e+00  -6.296783e+01   7.806778e+01
   1.195334e+03  -4.414323e-01   4.772200e-01  -7.598675e-01   2.715983e+01   2.411259e+01   1.309673e+02
   8.013799e+01  -2.409102e-01  -3.537922e-01  -9.037662e-01   3.780005e+01   6.875442e+01   7.365711e+01
   7.237178e+02   3.678952e-01   3.990995e-01  -8.398647e-01  -2.715553e+01  -1.682492e+01   9.917644e+01
   7.588695e+01   6.072535e-02   2.177377e-01  -9.741164e-01   2.596689e+01   3.590980e+01   1.123026e+02
   1.518323e+01   8.315687e-01   5.554169e-01   2.360677e-03  -8.350215e+01  -5.509617e+01   1.656924e+01
   1.051349e+02   7.032290e-01  -1.969026e-02  -7.106907e-01  -4.675009e+01   6.369022e+01   9.268435e+01
   9.392676e+03  -3.760482e-01   1.472286e-01  -9.148286e-01   6.928895e+01  -3.436842e+01   7.529716e+01
   2.846582e+02  -5.565553e-01  -1.031276e-01  -8.243852e-01   8.450940e+01   6.849607e+01   5.568030e+01
   4.395577e+02  -7.907107e-01  -7.303689e-02  -6.078176e-01   9.505111e+01  -2.329179e+01   4.366974e+01
   9.501983e+01   5.770827e-01  -8.041157e-01  -1.427362e-01   6.608370e+00   1.144328e+02   8.264462e+01
   3.413175e+02  -4.393809e-01  -2.531970e-01  -8.618791e-01   4.502449e+01   1.106524e+02   6.056563e+01
   7.002141e+02  -8.180268e-02   2.490034e-01  -9.650418e-01  -4.095581e+01  -4.938696e+01   9.435112e+01
   5.385226e+02   1.312761e-01  -5.312651e-01  -8.369731e-01   2.934392e+01   1.909540e+01   1.119599e+02
   2.794949e+02  -2.590060e-01   4.770131e-01  -8.398657e-01   2.987130e+01  -4.706393e+01   8.312406e+01
   3.503393e+02  -5.439788e-01   5.797603e-01  -6.066012e-01   1.275713e+02  -1.228011e+01   3.871469e+01
   1.121646e+02  -5.467579e-02  -1.608599e-01  -9.854616e-01   1.033199e+00   7.903942e+00   1.001278e+02
   4.640686e+03  -1.625540e-01  -3.227554e-01  -9.324190e-01   8.540916e+01   9.114503e+01   6.080834e+01
   7.918906e+02  -1.516833e-01   2.260950e-01  -9.622231e-01  -3.518699e+00   6.739870e+01   1.203175e+02
   2.720924e+02  -2.917181e-02  -2.912250e-01  -9.562097e-01   1.181948e+01  -7.589237e+00   1.065304e+02
   2.427229e+01   4.247454e-01   3.985578e-01   8.128610e-01  -7.548895e+01   1.508459e+01  -9.097311e+01
   1.324604e+03   1.631214e-01   8.006752e-02  -9.833517e-01   4.788282e+01   6.049723e+01   1.145618e+02
   3.502110e+02  -3.904495e-01  -5.667366e-01  -7.255059e-01   8.225217e+00   9.604116e+01   5.838467e+01
   4.648795e+01   5.485997e-02  -9.159843e-01  -3.974458e-01   8.838079e+00   5.430358e+01   1.276744e+02
   1.947824e+02  -4.849273e-01   1.439943e-01  -8.626188e-01  -1.247121e+01   9.348008e+00   1.244973e+02
   7.781998e+02   7.822388e-01   1.616175e-01  -6.016496e-01  -5.053955e+01  -5.507383e+01   8.570621e+01
   1.284287e+02   8.297554e-01  -1.421392e-01  -5.397245e-01  -7.732329e+01  -5.329999e+01   8.044216e+01
   2.823061e+02  -3.170630e-01   7.241102e-01  -6.124830e-01   1.027712e+02  -2.700508e+01   7.814159e+01
   2.602939e+02   2.729488e-01  -6.615742e-02  -9.597511e-01  -1.841104e+01   9.902944e+01   9.213138e+01
   5.258774e+01  -3.074747e-01  -9.308472e-01  -1.974405e-01  -3.245722e+01   1.241275e+02  -2.818049e+01
   1.462239e+03  -1.317042e-01  -9.598687e-02  -9.866309e-01   5.077592e+01   2.809295e+01   9.184391e+01
   3.708252e+01  -8.667000e-01   3.650804e-01  -3.399226e-01   5.564316e+01  -5.902981e+01   8.891273e+01
   4.854267e+02   8.100185e-02   2.101498e-01  -9.743078e-01   5.283077e+01  -2.029371e+01   1.026520e+02
   1.799137e+02   7.872527e-01  -7.132903e-02  -6.124911e-01  -5.697608e+01  -3.961898e+00   9.049606e+01
   9.480455e+01   6.335201e-02   8.598856e-01  -5.065404e-01  -6.627727e+01  -5.640923e+01   9.337007e+01
   3.810379e+02  -4.138909e-02  -2.543071e-02  -9.988194e-01   4.148977e-01   3.868661e+01   9.911601e+01
   2.227173e+02   6.418786e-01  -2.924823e-02  -7.662483e-01  -9.726534e+01  -7.301426e+01   5.181480e+01
   4.572580e+02   6.830174e-01   6.617539e-01  -3.091424e-01  -9.565067e+01  -4.720384e+01   1.110039e+01
   6.503574e+01  -7.705310e-01  -5.157857e-01  -3.744956e-01   7.373250e+01   4.081492e+01   5.910634e+01
   2.129194e+02   1.186190e-01   6.611600e-01  -7.408083e-01  -4.987006e+01  -4.613793e+01   8.582505e+01
   2.031662e+03  -4.151457e-01  -2.936112e-01  -8.610729e-01   6.412432e+01   2.538628e+01   7.656189e+01
   5.571875e+02  -5.895053e-01   3.734155e-01  -7.162712e-01   9.875511e+01  -8.526836e+00   5.388921e+01
   7.699635e+02  -4.241934e-01  -1.148025e-01  -8.982652e-01   2.865489e+01   8.113739e+00   9.675685e+01
   5.865006e+02  -9.179905e-02   9.156268e-02  -9.915590e-01   4.652111e+01  -5.406929e+01   9.155146e+01
   1.504877e+02  -6.800313e-01  -1.746788e-01  -7.120708e-01   2.578530e+01   1.027860e+02   9.059584e+01
   7.312424e+02   1.944465e-01  -1.714921e-01  -9.658059e-01  -4.964226e+00   8.036375e+01   8.827133e+01
   1.527393e+02  -1.991332e-01   2.436468e-01  -9.492008e-01  -7.409822e+00   4.563313e+01   1.186197e+02
   2.055652e+02  -9.494392e-01  -3.134988e-01   1.684088e-02   9.483532e+01   3.630869e+01   8.450305e+01
   3.108968e+02   4.408179e-02  -6.910960e-01  -7.214174e-01   6.567960e+00   7.567947e+01   6.651870e+01
   2.184623e+02  -4.748701e-01  -2.919973e-02  -8.795714e-01   2.603480e+01  -7.734173e+01   1.022034e+02
   8.362243e+01  -1.516273e-01  -2.727917e-01  -9.500494e-01   1.105182e+01   6.010362e+00   1.017680e+02
   4.356568e+01  -1.847126e-01   5.162956e-02  -9.814355e-01  -4.337147e+01   5.149881e+01   1.127635e+02
   1.818742e+03   2.819011e-01  -3.241848e-01  -9.030149e-01   8.137550e+00   4.482524e+01   9.718812e+01
   2.736578e+01  -8.089461e-01  -4.189121e-01   4.124547e-01   1.378941e+02  -1.252733e+01   1.527699e+01
   2.351504e+02   1.307812e-01   3.436756e-01  -9.299373e-01  -3.117981e+01  -2.570894e+01   9.364796e+01
   2.379687e+01  -8.071378e-02   9.875202e-01   1.352376e-01  -1.094151e+00  -1.015549e+02   1.472811e+00
   3.239040e+02   2.254670e-01   4.152341e-01  -8.813315e-01  -1.100417e+02  -8.897971e-01   8.489399e+01
   1.088210e+02  -1.732029e-01   6.261321e-01  -7.602364e-01   5.225455e+00   6.200895e+00   1.354546e+02
   2.227608e+02  -8.047395e-02  -2.667712e-02  -9.963997e-01  -6.081860e+01  -3.708607e+01   1.062663e+02
   2.924907e+02   3.481341e-02  -2.327158e-01  -9.719215e-01  -1.751033e+01   2.580271e+01   9.608359e+01
   5.055484e+02   3.889335e-01   4.265506e-01  -8.165692e-01  -2.393152e+01  -7.250526e+01   7.319045e+01
   1.189561e+03  -3.635048e-01  -3.454345e-01  -8.651816e-01   6.829889e+01   8.804974e+01   5.173203e+01
   1.702761e+01   4.178352e-01  -7.079578e-01  -5.693940e-01   3.564286e+01   1.135380e+02   6.061305e+01
   8.388691e+01   9.096149e-01   1.282598e-01  -3.951584e-01  -1.123055e+02  -6.677842e+01  -2.712770e+01
   9.413881e+01   3.035502e-01   7.044181e-01  -6.416015e-01  -1.129461e+01  -5.037757e+01   9.520653e+01
   9.238428e+01   3.724048e-01   3.445221e-01  -8.617536e-01  -7.915808e+01   2.885837e+01   9.337182e+01
   1.479049e+02  -4.277160e-01  -2.302690e-01  -8.740911e-01   7.902288e+01  -4.153143e+01   8.667752e+01
   1.260895e+03   6.250712e-01  -1.925411e-01  -7.564482e-01  -8.224371e+01   4.584912e+01   5.256670e+01
   1.461994e+02   4.404503e-01  -1.743423e-01  -8.806862e-01  -4.908696e+00  -3.145732e+01   1.173202e+02
   4.845590e+01  -8.656911e-01  -3.688510e-01   3.384198e-01   8.724948e+01   6.202822e+01  -4.697514e+00
   7.522396e+01   4.467013e-01  -8.547782e-02  -8.905905e-01   1.331396e+01   7.514795e+01   1.117504e+02
   3.748100e+02   1.681938e-02   4.369142e-01  -8.993459e-01   3.257079e+01  -3.325258e+01   9.564651e+01
   9.822306e+01   4.599445e-01   3.727995e-01  -8.058980e-01  -1.997047e+01  -6.108430e+01   8.443065e+01
   3.438618e+02   3.457930e-01   2.984719e-01  -8.895739e-01  -6.245515e+01   6.022481e+01   1.083427e+02
   3.996788e+01  -2.709700e-01   8.289212e-01  -4.893515e-01   1.602897e+01  -1.190670e+02  -6.213433e+00
   1.158197e+02  -7.270804e-01   5.185649e-01  -4.499384e-01   1.197334e+02  -2.206046e+00   2.622629e+01
   1.581649e+02   4.922883e-01   6.086403e-01  -6.222614e-01  -4.858308e+01  -1.531535e+01   1.072886e+02
   6.021658e+02   3.343667e-01   5.508849e-02  -9.408316e-01  -1.195569e+02   1.735225e+01   6.481508e+01
   1.453911e+01  -1.085302e-01  -6.026487e-01  -7.905920e-01  -5.985274e+01   8.324830e+01   7.124579e+01
   1.737817e+03   1.389133e-01  -7.280897e-01  -6.712589e-01  -3.006917e+01   2.569039e+01   1.148857e+02
   9.055787e+01   5.292961e-01  -4.379775e-01  -7.266508e-01   2.084665e+01   4.536191e+01   1.254613e+02
   1.459107e+01   4.144752e-01   7.105590e-01  -5.686091e-01  -2.809636e+00  -8.831375e+01   6.345898e+01
   2.201575e+03   1.672942e-02   7.087933e-02  -9.973446e-01   8.799084e+01   3.358526e+01   1.041290e+02
   2.397998e+02  -6.430847e-01  -7.245219e-01  -2.480122e-01   6.744301e+01   9.792297e+01  -5.773469e+01
   4.304759e+01   2.520605e-01   2.173726e-01  -9.429818e-01  -7.987662e+01  -3.516565e+01   7.658919e+01
   2.422401e+02   1.734355e-01  -6.060107e-01  -7.763189e-01  -6.756956e+01  -6.881135e+00   1.190890e+02
   2.278270e+02  -5.228582e-02  -2.030119e-01  -9.777793e-01  -2.227964e+01   5.751901e+01   9.152154e+01
   6.878565e+02  -2.065710e-01   4.616903e-02  -9.773417e-01   5.751581e+01   1.636142e+01   9.093472e+01
   7.623603e+02  -5.118995e-02   7.558610e-01  -6.527279e-01   1.407936e+01  -1.128185e+02   2.145486e+01
   5.090054e+02  -6.787307e-01  -5.925037e-01  -4.338941e-01   1.038247e+02   3.769073e+01   1.659175e+01
   4.161014e+02  -5.440805e-02  -4.088947e-02  -9.976812e-01   5.824652e+01  -5.523993e+01   9.931995e+01
   3.014366e+03  -2.027287e-01  -1.780548e-01  -9.629110e-01  -6.625404e+00   1.007540e+02   8.661592e+01
   1.777283e+02  -2.879954e-01  -2.348743e-01  -9.283818e-01   4.036325e+01   1.012729e+02   6.957177e+01
   3.056810e+02   2.307268e-01   3.406707e-01  -9.114322e-01  -4.987738e+01  -8.519899e+01   6.524584e+01
   1.991623e+02   5.273884e-01  -1.350063e-01  -8.388294e-01  -7.958219e+01  -1.686610e+01   7.189341e+01
   1.063253e+02  -4.040294e-01   5.069889e-01  -7.613951e-01   4.388286e+00  -1.136747e+02   5.331684e+01
   1.685250e+02  -7.172641e-02  -9.907086e-01  -1.155495e-01  -2.739579e+01   9.452340e+01   7.200246e+01
   8.316972e+01  -3.814090e-01   2.659234e-01  -8.853315e-01   6.251271e+00   2.129742e+01   1.166560e+02
   1.258313e+03  -3.253511e-01  -3.210573e-01  -8.894206e-01  -3.348604e+01   2.626948e+01   1.151994e+02
   1.461292e+02  -4.795467e-01   3.335952e-01  -8.116337e-01   1.163186e+02   3.191130e+00   5.579406e+01
   8.199320e+01   6.347245e-01   4.005663e-01  -6.608112e-01  -6.709806e+01  -2.907456e+01   6.925568e+01
   6.160149e+01   8.021330e-02  -4.127545e-01  -9.073034e-01   4.514779e+01   4.199154e+01   9.510518e+01
   4.170946e+02   2.820018e-01  -5.370225e-01  -7.950357e-01  -3.847810e+01   8.020955e+01   5.795309e+01
   3.703512e+03  -1.155250e-01  -1.134469e-01  -9.868048e-01   7.396099e+01  -6.471038e+01   1.001179e+02
   2.461504e+01   7.311958e-01   3.707624e-01   5.726151e-01  -1.237877e+02   1.249964e+01  -2.466113e+01
   2.317864e+02   3.306911e-02  -4.194779e-01  -9.071630e-01  -2.834605e+01   5.672623e+01   8.296990e+01
   1.566286e+02   6.823630e-01   7.635539e-02  -7.270148e-01  -7.191982e+01   4.480650e+01   7.475197e+01
   6.269347e+02  -5.028713e-01  -6.430833e-01  -5.775503e-01   1.163907e+02   1.736791e+00   6.987019e+01
   4.802518e+02  -3.694431e-01  -5.106092e-01  -7.763955e-01   1.164672e+02  -3.392312e+00   7.561112e+01
   1.162922e+02   5.300891e-01   4.896515e-01  -6.922767e-01  -1.318297e+01  -9.195806e+01   6.931398e+01
   1.564485e+02   1.147891e-01  -5.955727e-01  -7.950576e-01   6.710272e+01   8.233076e+01   7.379177e+01
   4.198837e+02   5.960737e-01   3.398781e-01  -7.274469e-01  -1.146435e+01  -5.007054e-01   1.278392e+02
   4.710095e+02  -1.936632e-01  -8.157638e-02  -9.776706e-01   5.581566e+01  -7.249534e+01   9.727659e+01
   3.644728e+02   2.029671e-01   2.496660e-01  -9.468217e-01  -2.107202e+01  -3.430665e+01   9.205310e+01
   5.756988e+03   2.073909e-01   1.268556e-01  -9.699983e-01  -1.108353e+02   4.780000e+00   8.002091e+01
   1.508836e+03  -3.364413e-01  -3.013346e-01  -8.921910e-01   5.597855e+01  -5.338669e+01   1.090055e+02
   5.943633e+02  -3.583186e-01  -3.183136e-01  -8.776584e-01   1.209872e+01  -1.844815e+01   1.156909e+02
   1.075395e+02   7.050796e-01   3.824246e-01  -5.971718e-01  -6.220591e+01  -2.234402e+01   7.970064e+01
   4.756359e+02  -6.477920e-02  -5.540814e-01  -8.299382e-01   9.284181e+01   8.077866e+01   5.931505e+01
   1.190499e+02   4.177188e-02   6.385521e-01  -7.684441e-01   7.044431e+01  -7.354303e+01   7.285050e+01
   2.266978e+02   5.587267e-01  -2.573413e-01  -7.884161e-01  -8.762372e+01  -3.809708e+01   7.717529e+01
