ip= 1 ,W-index= 17.2 ,Rc(GV)= 4.381 ,depth(g/cm2)= 1033.23 ,g= 0.15
Total Flux (/cm2/s)= 0.000349646
  Energy(MeV/n)              u              v              w              x              y              z
   1.345369e+03  -2.063272e-01   2.836146e-01  -9.364784e-01   6.020824e+01  -2.078155e+01   8.722406e+01
   6.969169e+02   7.236207e-01   6.730918e-01   1.527109e-01  -3.449926e+01  -1.086850e+02  -1.231492e+01
   2.719979e+02  -1.744755e-02  -3.295281e-01  -9.439845e-01  -2.905199e+01  -4.287561e+01   1.214380e+02
   2.321979e+01  -2.329370e-01   7.921172e-01  -5.641725e-01  -2.826685e+01  -1.142452e+02   2.851749e+01
   5.006658e+00  -6.921017e-01  -5.089175e-01  -5.118576e-01   1.027528e+02   2.755754e+01   2.903167e+01
   3.052828e+02  -1.998920e-01   3.385869e-01  -9.194575e-01  -1.689322e+00  -7.824443e+01   8.031382e+01
   1.128885e+02  -6.209382e-01  -7.635321e-01   1.773543e-01   2.980522e+01   1.154674e+02   3.760983e+01
   2.687970e+02  -1.333018e-01   1.230745e-01  -9.834039e-01  -6.738228e+01   2.816084e+01   1.143458e+02
   1.540752e+03   2.725095e-01   2.749481e-01  -9.220315e-01  -1.387565e+01  -3.661942e+01   9.343533e+01
   1.777077e+03  -7.731484e-02  -4.941519e-01  -8.659309e-01   8.847927e+01   4.670677e+01   8.092909e+01
   7.780652e+01   6.824841e-01  -6.244131e-01   3.798997e-01  -7.824954e+01   9.860734e+01   3.942034e+01
   1.935504e+03  -8.787309e-02  -1.028763e-02  -9.960786e-01  -1.049229e+01  -2.788053e+01   1.016073e+02
   1.932274e+03   6.373332e-02  -1.578718e-01  -9.854007e-01  -4.304587e-01   9.441551e+01   8.632734e+01
   4.615060e+02  -3.776932e-01  -6.031948e-01  -7.024984e-01   1.215858e+02   8.974789e+00   6.927321e+01
   3.767091e+02   1.511025e-01   6.785639e-01  -7.188317e-01  -9.826411e+00  -5.498788e+01   8.514150e+01
   1.423737e+02  -4.615161e-01  -7.444657e-01  -4.824663e-01  -2.025491e+01   6.740529e+01   1.226346e+02
   3.852713e+01  -8.590273e-01  -3.236139e-01  -3.966688e-01   9.982933e+01   3.567437e+01   6.804565e+00
   2.961699e+02  -1.166880e-02   1.076714e-01  -9.941181e-01   6.407956e+01   1.676919e+01   1.016558e+02
   7.835205e+01  -6.032909e-01  -5.956020e-02  -7.952941e-01   1.069807e+02   1.524116e+01   4.344527e+01
   9.229442e+01  -8.501114e-01  -4.463572e-01  -2.794205e-01   5.436821e+01   9.400932e+01   4.229907e+01
   9.683458e+02   1.431310e-01   4.646461e-01  -8.738521e-01  -4.043315e+01  -3.319977e+01   9.016013e+01
   2.866682e+02  -2.797268e-02   2.509485e-01  -9.675962e-01   5.725562e+01  -5.999847e+01   8.613291e+01
   5.523187e+01   8.393999e-01  -1.220066e-01  -5.296435e-01  -9.341635e+01   5.990097e+01   2.695778e+01
   4.134084e+02  -4.479883e-01  -1.674545e-01  -8.782172e-01   8.800864e+01   2.645214e+01   6.392909e+01
   2.789585e+02   6.817443e-01  -4.795574e-01  -5.524939e-01  -2.823271e+01   1.140050e+01   1.362645e+02
   1.100927e+03   5.483131e-01   3.011482e-01  -7.801683e-01  -6.625508e+01  -3.696028e+01   6.734567e+01
   7.957454e+01   4.626169e-02   4.490494e-01  -8.923085e-01  -5.666423e+01   7.777899e+00   1.130453e+02
   2.085386e+03   3.604114e-02  -3.887131e-02  -9.985940e-01  -7.455788e+00  -4.732769e+01   1.017140e+02
   3.367141e+01  -2.232878e-01   6.232802e-01  -7.494427e-01  -2.856071e+01  -5.161164e+00   1.376495e+02
   5.434835e+02   6.259871e-02   2.357131e-01  -9.698045e-01  -9.603058e+01  -3.252640e+01   8.900940e+01
   6.369064e+01  -8.354951e-01   4.253382e-01   3.479014e-01   8.395685e+01  -3.761496e+01  -3.982562e+01
   2.198176e+02  -6.799533e-01   5.133537e-01  -5.235757e-01   1.025837e+02  -7.324477e+01  -1.404303e+01
   2.309705e+02  -4.225266e-02   3.587673e-01  -9.324702e-01  -2.927623e+01  -2.649146e+01   9.837604e+01
   1.232483e+02  -8.003442e-01  -4.233269e-01  -4.245509e-01   7.885198e+01   2.304953e+01   6.391174e+01
   4.826098e+02  -4.356595e-02  -6.858303e-02  -9.966937e-01  -2.080142e+01  -8.074527e+01   1.067971e+02
   4.241301e+02   1.762883e-02   5.653500e-01  -8.246627e-01  -4.400394e+01  -1.666673e+01   1.088951e+02
   3.465345e+03   1.980465e-01  -2.954622e-01  -9.346013e-01  -2.466800e+01  -2.879445e+01   1.108732e+02
   1.627415e+03  -4.546276e-02   1.148458e-01  -9.923425e-01   4.062446e+01   6.519948e+01   1.064562e+02
   1.286466e+03   4.535570e-01  -8.132837e-01  -3.644937e-01  -2.213284e+01   9.851772e+01   2.699263e+01
   7.539061e+02   3.905544e-02   3.647426e-02  -9.985711e-01  -6.855736e+01  -3.248865e-01   9.744986e+01
   1.495627e+02   6.695204e-01  -3.389926e-01  -6.609285e-01   6.894731e-01   7.243784e+01   1.148471e+02
   6.414617e+01   6.746436e-01   6.198248e-01  -4.008407e-01  -1.270863e+02   3.453457e-01   3.611427e+01
   4.176630e+01   8.044526e-01  -5.927347e-01  -3.900800e-02  -4.368555e+01   1.114354e+02  -3.062362e+01
   7.479488e+02   2.505780e-01   1.578017e-01  -9.551488e-01  -2.211585e+01   6.801922e+01   1.101313e+02
   4.034288e+01   5.871657e-01  -5.161653e-02  -8.078194e-01  -7.617457e+01   7.137551e+01   6.386173e+01
   1.590931e+02   6.149551e-01  -3.759469e-01  -6.931768e-01  -1.178964e+02   2.896207e+01   2.396326e+01
   5.962402e+01   7.250670e-01   2.705372e-01  -6.333147e-01  -1.070036e+02  -6.154793e+01   9.101666e+00
   4.962271e+02   8.336318e-03   2.127232e-01  -9.770769e-01  -5.793601e+01  -2.001251e+01   9.749478e+01
   3.715855e+02  -5.134718e-01   4.768634e-01  -7.134059e-01   1.257262e+02  -6.316883e+01   7.457525e+00
   9.670533e+02   3.271547e-01  -2.431965e-01  -9.131403e-01  -7.246155e+01   5.855661e+01   6.795571e+01
   2.676420e+02   5.186256e-01  -3.537798e-01  -7.783748e-01  -8.238928e+01   4.821451e+01   5.166340e+01
   5.148905e+01  -5.266901e-01  -7.324625e-01  -4.313887e-01   6.826514e+01   1.101919e+02  -3.863332e+01
   2.188324e+02   3.807595e-01   8.658290e-01  -3.245956e-01  -3.006170e+01  -8.224307e+01   5.343658e+01
   2.006158e+02   5.965361e-02   4.500697e-01  -8.909987e-01   4.464866e+01   1.690692e+01   1.237631e+02
   8.814347e+01  -7.536046e-01   4.294554e-01  -4.976426e-01   3.786118e+01  -2.749155e+01   1.198877e+02
   2.199607e+03   3.867088e-01  -5.188611e-01  -7.623907e-01  -1.072653e+02   1.798077e+00   7.553427e+01
   1.104079e+02  -6.137175e-01   5.465045e-01  -5.698102e-01   1.167223e+02  -5.679748e+01  -4.693832e+00
   1.082452e+02  -3.051503e-01  -2.059675e-01  -9.297638e-01   8.697491e+01   1.593246e+01   7.547940e+01
   3.451177e+01   2.509734e-01  -1.314367e-01  -9.590291e-01  -7.074347e+01   3.003868e+00   8.534721e+01
   2.007104e+02  -4.273933e-01  -2.383605e-01  -8.720775e-01   3.719545e+01   7.930398e+01   7.476397e+01
   9.794327e+01   4.816332e-01   7.728692e-01  -4.131618e-01  -3.854064e+01  -1.032687e+02   3.931601e+00
   3.300328e+02   2.872344e-01   3.527703e-01  -8.905333e-01  -6.418568e+01  -1.783170e+01   8.452595e+01
   3.507705e+02  -7.133562e-01  -3.638954e-01  -5.989183e-01   4.617267e+01   3.056924e+01   9.339912e+01
   1.606740e+02   5.761796e-01   2.436413e-01  -7.801641e-01  -1.121515e+02   1.983157e+01   5.154348e+01
   1.106539e+03   2.857238e-01  -1.286342e-01  -9.496395e-01  -1.094979e+02  -3.117450e+01   7.658059e+01
   1.277772e+02   2.873823e-01   3.331878e-01  -8.979963e-01   6.131579e+01  -4.422235e+01   1.145737e+02
   4.796364e+01  -4.749052e-01  -7.791029e-01  -4.092234e-01  -3.175321e+01   1.051919e+02   8.094459e+01
   8.907353e+02  -7.447493e-01   3.370336e-01  -5.759834e-01   1.243343e+02   4.837390e+01   4.115697e+01
   2.852884e+01   1.833436e-02   3.714288e-01  -9.282804e-01   5.448967e+01  -4.391502e+01   9.123076e+01
   3.970055e+02   1.015982e-01   5.823085e-01  -8.065945e-01  -5.517032e+01   1.432428e+01   1.273700e+02
   1.703589e+03  -4.157254e-01   3.121497e-03  -9.094848e-01   7.190475e+01   2.940796e+01   7.718564e+01
   6.136395e+01   7.144102e-01   1.600356e-01  -6.811803e-01  -6.663343e+01   6.340528e+01   9.181636e+01
   4.217273e+01   3.895858e-01  -7.763980e-01  -4.954080e-01  -8.697482e+01   3.281922e+01   8.202344e+01
   2.558224e+02   3.843742e-01  -3.530457e-01  -8.530036e-01  -4.125487e+01  -2.671647e+00   9.974859e+01
   8.216707e+01  -2.558993e-01   7.969000e-01  -5.472348e-01   6.863364e+01  -9.183866e+01   1.690403e+01
   1.576872e+02   4.189578e-01  -2.378716e-01  -8.762941e-01  -1.133886e+01  -1.315432e+01   1.122666e+02
   4.208085e+02  -7.623813e-04   2.790671e-01  -9.602713e-01   4.890040e+00  -9.103936e+00   1.014876e+02
   1.573837e+02  -5.246574e-02  -3.440823e-01   9.374725e-01  -5.147104e+01  -1.307529e+01  -1.143494e+02
   2.871238e+02  -5.685547e-01  -2.355886e-01  -7.881901e-01   7.765551e+01   8.370642e+01   4.583707e+01
   2.042581e+02   2.758669e-01   3.467645e-02  -9.605701e-01  -4.667801e+01   3.733483e+01   9.204713e+01
   3.831645e+02   8.153922e-02   5.538159e-01  -8.286370e-01  -9.182302e+01  -6.171873e+01   7.039513e+01
